,collectri,granie,figr,celloracle,scglue,scenicplus
0,-0.22447126843116916,0.18510466374311793,0.18678867207977032,0.22892668475851363,0.2349205700729963,0.33327044983548626
10,-0.3152554180229764,0.1702552796339375,0.13980907585932376,0.20366912246484212,0.13293682532111295,0.3124831079408661
20,-0.369273385400985,0.16062780589418615,0.1250229311824264,0.18334750204965816,0.1567689808095536,0.2932817661813802
50,-0.42134510173966416,0.10585854572129963,0.06705942735572348,0.1109833523472,0.08123212210839133,0.23199938803072923
100,-0.45603927840354797,-0.028657728671887494,-0.09023204814289484,-0.0032240092311531616,-0.10102043729909686,-0.018022964579001505
