,collectri,granie,figr,celloracle,scglue,scenicplus
0,0.21007451102127053,0.21422865330558385,0.23405479457384903,0.217247029913065,0.24410184559413461,0.24454852584861417
10,0.20980712274909263,0.21422865330558385,0.23405479457384903,0.217247029913065,0.24410184559413461,0.24454852584861417
20,0.20961504168768766,0.21422865330558385,0.23405479457384903,0.217247029913065,0.24410184559413461,0.24454852584861417
50,0.20953916218785712,0.21422865330558385,0.23405479457384903,0.217247029913065,0.24410184559413461,0.24454852584861417
100,0.20839685441869418,0.21422865330558385,0.23405479457384903,0.217247029913065,0.24410184559413461,0.24454852584861417
